COH_sample	batch	batch1	batch2	batch3
COH001061_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001062_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001063_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001064_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001065_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001066_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001067_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001068_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001069_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001070_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001071_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001072_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001073_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001074_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001075_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001076_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001077_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001078_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001079_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001080_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001081_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001082_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001083_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001084_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001085_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001086_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001087_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001088_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001089_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001090_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001091_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001092_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001093_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001094_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001095_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001096_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001097_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001098_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001099_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001100_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001101_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001102_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001103_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001104_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001105_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001106_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001107_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001108_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001109_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001110_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001111_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001112_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001113_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001114_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001115_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001116_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001117_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001118_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001119_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001120_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001121_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001122_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001123_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001124_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001125_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001126_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001127_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001128_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001129_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001130_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001131_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001132_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001133_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001134_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001135_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001136_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001137_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001138_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001139_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001140_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001141_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001142_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001143_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001144_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001145_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001146_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001147_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001148_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001149_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001150_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001151_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001152_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001153_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001154_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001155_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001156_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001157_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001158_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001159_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001160_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001161_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001162_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001163_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001164_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001165_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001166_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001167_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001168_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001169_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001170_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001171_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001172_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001173_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001174_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001175_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001176_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001177_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001178_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001179_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001180_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001181_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001182_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001183_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001184_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001185_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001186_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001187_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001188_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001189_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001190_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001191_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001192_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001193_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001194_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001195_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001196_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001197_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001198_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001199_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001200_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001201_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001202_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001203_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001204_D1	Unstranded_mRNA_PE50bp	Unstranded	mRNA	PE50bp
COH001205_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001206_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001207_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001208_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001209_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001210_D1	Unstranded_mRNA_PE50bp	Unstranded	mRNA	PE50bp
COH001211_D1	Unstranded_mRNA_PE50bp	Unstranded	mRNA	PE50bp
COH001212_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001213_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001214_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001215_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001216_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001217_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001218_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001219_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001220_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001221_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001222_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001223_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001224_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001225_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001226_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001227_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001228_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001229_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001230_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001231_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001232_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001233_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001234_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001235_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001236_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001237_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001238_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001239_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001240_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001241_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001242_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001243_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001244_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001245_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001246_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001247_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001248_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001249_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001250_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001251_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001252_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001253_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001254_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001255_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001256_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001257_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001258_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001259_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001260_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001261_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001262_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001263_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001264_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001265_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001266_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001267_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001268_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001269_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001270_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001271_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001272_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001273_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001274_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001275_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001276_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001277_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001278_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001279_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001280_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001281_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001282_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001283_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001284_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001285_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001286_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001287_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001288_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001289_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001290_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001291_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001292_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001293_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001294_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001295_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001296_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001297_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001298_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001299_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001300_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001301_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001302_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001303_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001304_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001305_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001306_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001307_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001308_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001309_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001310_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001311_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001312_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001313_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001314_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001315_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001316_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001317_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001318_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001319_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001320_D1	Unstranded_totalRNA_PE75bp	Unstranded	totalRNA	PE75bp
COH001321_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001322_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001323_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001324_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001325_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001326_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001327_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001328_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001329_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001330_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001331_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001332_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001333_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001334_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001335_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001336_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001337_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001338_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001339_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001340_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001341_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001342_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001343_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001344_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001345_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001346_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001347_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001348_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001349_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001350_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001351_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001352_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001353_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001354_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001355_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001356_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001357_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001358_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001359_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001360_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001361_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001362_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001363_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001364_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001365_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001366_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001367_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001368_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001369_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001370_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001371_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001372_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001373_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001374_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001375_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001376_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001377_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001378_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001379_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001380_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001381_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001382_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001383_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001384_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001385_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001386_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001387_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001388_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001389_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001390_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001391_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001392_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001393_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001394_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
