COH_sample	batch	batch1	batch2	batch3
COH002112_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002113_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002114_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002115_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002116_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002117_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002118_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002119_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002120_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002121_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002122_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002123_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002124_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002125_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002126_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002127_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002128_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002129_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002130_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002131_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002132_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002133_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002134_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002135_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002136_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002137_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002138_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002139_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002140_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002141_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002142_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002143_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002144_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002145_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002146_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002147_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002148_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002149_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002150_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002151_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002152_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002153_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002154_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002155_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002156_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002157_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002158_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002159_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002160_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002161_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002162_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002163_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002164_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002165_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002166_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002167_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002168_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002169_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002170_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002171_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002172_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002173_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002174_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002175_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002176_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002177_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002178_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002179_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002180_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002181_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002182_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002183_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002184_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002185_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002186_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002187_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002188_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002189_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002190_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002191_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002192_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002193_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002194_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002195_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002196_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002197_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002198_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002199_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002200_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002201_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002202_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002203_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002204_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002205_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002206_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002207_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002208_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002209_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002210_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002211_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002212_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002213_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002214_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002215_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002216_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002217_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002218_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002219_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002220_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002221_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002222_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002223_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002224_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002225_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002226_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002227_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002228_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002229_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002230_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002231_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002232_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002233_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002234_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002235_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002236_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002237_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002238_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002239_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002240_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002241_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002242_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002243_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002244_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002245_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002246_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002247_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002248_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002249_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002250_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002251_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002252_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002253_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002254_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002255_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002256_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002257_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002258_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002259_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002260_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002261_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002262_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002263_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002264_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002265_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002266_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002267_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002268_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002269_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002270_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002271_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002272_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002273_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002274_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002275_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002276_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002277_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002278_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002279_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002280_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002281_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002282_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002283_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002284_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002285_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002286_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002287_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002288_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002289_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002290_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002291_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002292_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002293_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002294_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002295_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002296_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002297_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002298_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002299_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002300_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002301_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002302_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002303_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002304_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002305_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002306_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002307_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002308_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002309_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002310_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002311_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002312_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002313_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002314_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002315_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002316_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002317_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002318_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002319_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002320_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002321_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002322_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002323_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002324_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002325_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002326_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002327_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002328_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002329_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002330_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002331_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002332_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002333_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002334_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002335_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002336_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002337_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002338_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002339_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002340_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002341_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002342_D1	Stranded_totalRNA_PE125bp	Stranded	totalRNA	PE125bp
COH002343_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002344_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002345_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002346_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002347_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002348_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002349_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH002350_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002351_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002352_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002353_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002961_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
